Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDJ03,OUT027,2246.950235076547
FDU14,OUT018,4285.477962857509
FDB33,OUT010,1166.1435510080073
FDP27,OUT046,2861.1759468171135
FDO38,OUT010,-223.15485886149236
FDE28,OUT027,4858.251775053159
FDO27,OUT035,1217.4040687440051
DRL23,OUT027,3190.059036667589
FDS28,OUT046,979.5682256161713
FDX24,OUT013,1294.3367069961791
FDZ02,OUT035,1476.5044926174346
FDL46,OUT045,1765.4823563484692
FDS60,OUT027,4190.811152749366
NCO06,OUT017,76.92413325941038
FDO16,OUT035,1292.677235769917
FDC60,OUT049,1590.9977010351608
FDA48,OUT018,3764.3818823088836
FDZ36,OUT027,4296.288945005304
FDK27,OUT045,1903.9559698294056
FDW23,OUT018,1136.3356580939585
FDM14,OUT018,2309.061768905637
FDM14,OUT013,1525.136561908584
FDW60,OUT018,3360.663495841434
FDE21,OUT013,1630.731782580172
NCM42,OUT035,1629.7886696247315
FDY59,OUT010,157.4778272325941
DRI49,OUT049,1358.7290750271281
FDT28,OUT019,1261.7340089267082
FDQ22,OUT018,1233.2966857325
FDR60,OUT049,1348.0223311004443
FDC50,OUT019,201.6659320685294
FDV24,OUT013,2018.9879671741692
DRF48,OUT010,1567.1632670454478
FDQ47,OUT046,544.0032144069132
DRN36,OUT049,1827.9414503016692
NCY06,OUT035,1852.7920082572205
FDE52,OUT035,1387.9889052386266
NCB54,OUT045,1919.618447693887
NCF31,OUT035,2227.8838014839994
FDJ08,OUT027,4218.941670085231
NCC07,OUT017,1306.148241869119
NCD19,OUT027,2364.671647373349
FDL46,OUT049,2085.902679324243
FDM20,OUT045,3713.3773134925464
NCI06,OUT010,1384.1519378834096
DRM11,OUT035,3824.901233584143
NCH07,OUT018,2880.643983344527
FDS23,OUT013,1623.621600907261
FDO49,OUT018,1422.127609587756
FDS35,OUT049,1217.180625273561
DRK39,OUT045,1301.2177886675709
DRI39,OUT049,1167.8488175795296
FDV04,OUT017,1918.7582368331082
NCN14,OUT035,2597.318011967141
FDH08,OUT013,3342.2713080781846
FDS20,OUT046,2861.7193284756972
FDV40,OUT049,1531.0240240433664
FDZ48,OUT010,269.31475307355686
FDS24,OUT027,2837.8521013405298
FDK44,OUT049,2811.248868688682
FDS48,OUT045,2244.511108437523
FDK26,OUT010,1585.1005274455656
FDD23,OUT045,2892.5790347668853
NCH54,OUT017,2045.1837709584279
NCP14,OUT010,107.97300865274883
FDM60,OUT010,-650.3096991049965
FDV24,OUT017,1851.4054494159977
FDH08,OUT018,4063.91097722537
FDS12,OUT027,3188.168671660616
FDR39,OUT027,4129.685345256183
FDP12,OUT027,2110.315175077183
DRF60,OUT027,5043.865350222966
FDC09,OUT035,1587.014920890983
FDF50,OUT018,3443.067004493643
FDG28,OUT035,3642.758860370542
NCE19,OUT017,440.9152090896414
NCM53,OUT010,297.1622983128382
NCN18,OUT049,1966.5255042311169
FDF32,OUT035,2892.546023233589
FDF11,OUT013,3514.7984846490303
DRI59,OUT049,3741.7406968134087
NCG54,OUT035,2428.4491693315517
FDM44,OUT046,1689.6268550761615
FDT57,OUT018,4167.269422939307
FDV24,OUT046,2305.863332131554
FDI50,OUT019,2546.4532806255347
FDS09,OUT035,731.4359818882806
NCC31,OUT027,3847.640486862408
FDQ07,OUT019,2244.197138791149
FDC22,OUT017,2444.71002343338
FDZ56,OUT046,2704.057068322167
FDZ40,OUT019,-109.90341485658791
FDS46,OUT027,3320.6149966267553
DRD24,OUT045,2191.944817327767
FDV45,OUT017,2508.4897122343964
FDL26,OUT045,2309.190142189385
FDA56,OUT018,2510.6522265682206
FDN27,OUT046,1919.368757469355
FDM20,OUT049,4006.868136296063
FDO16,OUT017,990.4782583155834
FDL03,OUT035,2960.35723202059
FDE58,OUT046,1881.5173826293994
FDI02,OUT027,3113.027560513506
NCC55,OUT019,-411.2782164030464
FDR03,OUT018,3784.435554272391
FDB14,OUT017,1025.5168804401605
FDR45,OUT013,3466.200259363862
NCN07,OUT017,1643.9566048372021
FDM51,OUT019,700.3057419572751
FDT52,OUT027,5195.766233997247
FDL26,OUT046,2397.700744916796
NCZ42,OUT046,3756.591184023728
DRI47,OUT019,1339.4437158626938
FDW40,OUT013,1904.4944114337327
FDN34,OUT046,2682.988576930979
FDS01,OUT035,2674.4319966115895
NCG55,OUT045,1775.997503845996
FDC11,OUT035,1106.5444307090042
FDX35,OUT018,3971.1104695757417
NCB06,OUT046,2465.6743924260086
FDR09,OUT019,2828.670797947554
FDC53,OUT017,1209.0015402674294
FDY45,OUT013,3610.660380376308
FDA22,OUT010,1108.8964589156267
FDE02,OUT035,1264.654334487686
FDW21,OUT045,1668.3720709049876
FDV34,OUT046,1363.0791308421713
FDS59,OUT049,2032.220343565255
NCW17,OUT017,1638.0780327237053
NCK54,OUT046,1920.1787381978525
FDG17,OUT019,2774.5286520431505
FDG35,OUT017,2282.4620495900076
FDD08,OUT010,-685.4765505990033
NCO07,OUT017,2893.3462412272215
FDJ10,OUT010,640.7616449677762
FDW36,OUT017,1229.3474713087166
FDW21,OUT010,291.1715394959565
FDY19,OUT017,1459.4718094536265
DRE03,OUT013,628.7146344920961
NCC55,OUT049,890.6987775615889
FDH52,OUT010,-278.5281136244256
FDO09,OUT017,3539.9936050609654
FDU43,OUT045,3625.25092348488
FDX09,OUT010,1260.577921538632
FDH40,OUT019,255.4713582161853
FDW58,OUT017,1316.6756762212372
FDC47,OUT017,2945.3151811274483
NCR41,OUT035,1419.7124508092375
DRG49,OUT035,3605.7860102512027
FDC52,OUT027,3890.310505203393
FDY13,OUT046,1293.740961549075
FDY35,OUT013,617.5398255623118
FDI35,OUT017,2406.8715800651808
NCU18,OUT049,2432.7934953835415
FDY33,OUT018,2930.1540844758974
FDC15,OUT027,3624.565900543275
FDU01,OUT049,3137.5089161768315
NCU42,OUT046,2714.8014129704557
NCV29,OUT018,3287.7628380165675
NCY30,OUT017,2440.628940811702
FDQ46,OUT049,1925.6732961082175
FDG58,OUT027,3777.272990891766
FDK33,OUT017,2924.1868828779616
NCD07,OUT045,1742.880001392935
NCX29,OUT027,3576.925599681282
NCT42,OUT013,2096.811494702823
DRN59,OUT035,660.7838707790618
FDI44,OUT035,1056.6488343041124
FDA45,OUT049,2808.505174721916
FDP31,OUT045,869.2680206311061
FDY01,OUT046,1702.9279496780478
FDT09,OUT018,2697.047520795647
DRH03,OUT027,2919.942974837812
FDA36,OUT018,3461.078587821235
NCF31,OUT017,1963.8476335467317
FDG14,OUT049,2648.3055697254968
FDG28,OUT027,5201.460812438638
FDU14,OUT049,4086.2929310668783
FDY47,OUT019,1041.275512845214
FDI56,OUT049,1621.6875382467547
DRD01,OUT013,757.9797226540325
FDM22,OUT046,988.9744543671177
FDH33,OUT013,359.4662770247835
DRZ24,OUT013,1592.7568732617192
NCQ38,OUT046,1768.455968343711
FDO16,OUT027,2816.5794022535647
FDU07,OUT027,3705.794609869588
NCB07,OUT013,2683.1338323326295
FDU48,OUT045,1988.9892852995226
NCM43,OUT045,2535.926327831456
FDR31,OUT010,905.1106855450844
DRK49,OUT018,1278.3949033998242
NCI30,OUT010,2299.760352124521
DRD60,OUT017,2436.1167643260746
NCG19,OUT046,3461.5772228956853
FDH12,OUT035,1471.7370690936132
FDM32,OUT035,1380.1781134150847
FDM27,OUT035,2150.02312011839
NCU53,OUT027,3933.2568067762163
NCQ18,OUT046,1467.6211997604028
FDS10,OUT013,2535.315589127313
FDB33,OUT027,3905.4035057191772
FDI12,OUT013,1095.488984957638
NCW42,OUT013,3115.880937119043
NCC06,OUT018,2550.1434253229586
FDW02,OUT017,1639.7902504677309
NCD43,OUT017,1298.7349031175345
FDM57,OUT018,1849.2757241344534
FDA58,OUT017,3117.2158223390156
FDK56,OUT046,2761.1117963579436
FDP52,OUT045,3489.690758107788
FDW20,OUT018,2491.8225416409064
FDS52,OUT049,1921.819615587695
NCT29,OUT018,2358.3230853373875
NCL54,OUT013,2411.9684624165075
FDC05,OUT045,2947.1653848360256
FDF34,OUT035,3005.7930581109936
FDP03,OUT027,3386.3865972677427
FDD32,OUT010,16.559158483320516
FDZ10,OUT045,1902.7204646774444
FDZ40,OUT035,795.4193462559713
FDD51,OUT018,1140.9544315469298
NCY30,OUT019,1789.248046414898
FDP58,OUT017,2780.74445717518
FDV49,OUT017,3659.5384234199387
FDY24,OUT019,-365.41324293057403
NCO55,OUT017,1208.6812542638354
FDR13,OUT017,1516.2350099242412
FDS51,OUT017,648.3308504636793
FDP26,OUT045,1441.9836275943326
NCB54,OUT027,3419.5563270213584
FDF32,OUT017,2586.8450325888775
FDN31,OUT018,3377.572814793449
DRM48,OUT017,153.95640236024724
FDN20,OUT049,2897.965712146073
DRL01,OUT046,3661.2443089484063
FDV56,OUT049,2056.138549612094
DRH13,OUT027,3184.628541675627
FDA03,OUT017,1911.90534255798
FDF47,OUT027,4746.763486456679
FDX32,OUT046,2287.4024715367664
FDX57,OUT049,1837.6260787246501
NCA30,OUT045,2719.944637546794
FDO49,OUT013,669.4960070089467
FDL04,OUT019,431.30943537983535
DRM48,OUT035,448.25516255281786
FDR16,OUT013,2963.2292465925634
NCC19,OUT018,3383.824777053352
NCE42,OUT045,3591.097840751919
FDY24,OUT017,421.01928384215057
FDH19,OUT049,2981.2019876320855
FDJ46,OUT013,2437.799188481538
FDN45,OUT010,1836.4653383860277
FDY08,OUT035,1890.8396603897913
FDZ37,OUT035,1363.261853939111
NCT30,OUT045,687.6066690052273
DRY23,OUT018,1215.4878092300119
NCZ30,OUT018,2455.170606545509
FDC44,OUT018,2078.159049356227
FDB45,OUT035,1570.6455854074584
FDY04,OUT013,2338.029467008825
FDM27,OUT046,2531.688982857188
FDZ43,OUT017,3312.97164201426
FDT39,OUT019,1467.513923767191
NCC06,OUT019,1002.586217168234
FDL15,OUT027,3792.8276796077657
FDL57,OUT017,3534.6922182987623
FDU08,OUT046,1657.27882044731
FDK40,OUT017,3664.545868809692
FDQ12,OUT010,2146.775230670587
FDS48,OUT017,1976.4627015445867
FDP09,OUT045,3211.0419410377704
FDW21,OUT049,1952.9431348232943
FDY25,OUT035,2686.500412169322
DRE13,OUT017,1039.922979915992
FDV43,OUT019,-387.720470574782
FDD22,OUT045,1614.404981101875
FDM46,OUT019,100.70202014872984
NCO30,OUT010,1539.6321957316218
FDM25,OUT046,2762.196407691203
NCN41,OUT049,2162.819296704937
FDU24,OUT045,1322.6176316272063
FDZ50,OUT046,2877.225617059773
FDP45,OUT013,3667.613509528273
NCM54,OUT045,1902.2230522869027
FDW10,OUT019,1596.8117269406803
FDP20,OUT017,1597.9757833083859
FDK32,OUT046,2443.207827403496
FDN52,OUT049,1564.7216240059247
FDM58,OUT045,1709.8767276052963
FDZ46,OUT027,3120.415234591254
NCA18,OUT018,2333.686740766613
FDD35,OUT046,2001.8319302305881
NCK31,OUT035,741.4311602222106
FDI40,OUT027,2920.7729807300293
FDT50,OUT019,383.45558682200954
NCT06,OUT046,2606.728841810021
FDT31,OUT035,2820.6026750477627
FDT45,OUT049,1127.010313342737
FDT13,OUT045,2870.0910492737603
FDO50,OUT045,1340.7347116816468
NCU18,OUT010,771.4571813351499
NCR54,OUT049,3167.1128929199454
NCO18,OUT018,3292.8236861320797
FDU09,OUT045,901.522431081911
FDT13,OUT018,3446.3986500568603
FDE09,OUT046,1868.3312697853712
NCK53,OUT019,590.508183631016
FDG45,OUT049,3490.380825352129
DRH15,OUT035,571.6592984779229
FDO21,OUT019,2554.300846647217
FDD14,OUT027,4034.368416163124
FDC09,OUT046,1766.5648875964189
FDH45,OUT027,2106.6058848283674
FDV32,OUT046,1053.1449134203663
FDG12,OUT035,1868.8872959565351
FDS32,OUT013,2018.8081498211764
NCL55,OUT018,4304.57392713505
DRE01,OUT035,3413.7847060248037
DRE15,OUT049,1583.2396086633676
NCL42,OUT045,3711.1527470487304
FDP31,OUT013,659.4412734106304
FDN33,OUT018,1925.960590412732
FDZ59,OUT046,2556.7293850995266
FDE45,OUT010,1379.7333565221247
FDJ07,OUT013,1677.4431941812754
FDQ45,OUT018,3467.5072167537214
FDM33,OUT027,4694.285811571872
FDO15,OUT010,-0.4018021852700713
FDM46,OUT013,1040.9364619926332
FDR03,OUT045,3212.5394466901184
FDY49,OUT018,3194.305267777099
FDQ60,OUT045,1754.4006697767022
FDW10,OUT049,2933.1187357855465
FDO51,OUT049,1082.9190986901367
FDJ40,OUT018,2276.479978399775
FDS20,OUT018,3309.4411193326373
FDU45,OUT013,1598.7086196736745
FDV02,OUT035,2464.756417769113
FDN09,OUT046,3770.2545067170836
NCM55,OUT027,4242.364630370163
FDN23,OUT018,2766.222381673555
FDY31,OUT010,882.0432577996128
FDW03,OUT010,415.6641472118845
FDD14,OUT046,2660.3030657057334
FDV23,OUT017,1464.7899771220978
DRI03,OUT045,2730.008951796563
FDN13,OUT035,1266.3292068495653
FDF45,OUT027,2512.8350403412996
FDU46,OUT035,1389.5225636365462
FDB57,OUT049,3751.1967083486193
FDV12,OUT049,1851.9954569599736
FDQ58,OUT013,2160.8342739847226
NCA18,OUT017,1400.8612551100086
FDH52,OUT049,1287.7193656484683
FDM24,OUT018,2841.1863746898734
NCP43,OUT027,4223.046932610669
NCO18,OUT019,1746.8304076390687
FDM32,OUT017,1097.1912114436473
NCL07,OUT017,286.0856817514739
FDK03,OUT013,3620.1858459966147
FDP59,OUT017,1249.0669550963612
FDQ24,OUT049,4040.6110150742165
FDQ16,OUT018,2248.5239115402883
FDU44,OUT013,2275.12238491354
FDH28,OUT010,-844.0491018540722
FDV28,OUT019,-693.7953452270888
FDM22,OUT045,905.1886897784082
FDR56,OUT046,3020.7417559406745
FDV39,OUT049,3346.860434898293
FDU37,OUT019,138.69624830138082
FDQ11,OUT010,2595.178522178519
FDX02,OUT045,3342.321413041946
NCS42,OUT018,1947.5461496703842
FDY57,OUT027,2841.425613941002
FDB21,OUT049,3770.7339200768142
FDE28,OUT017,3013.163294993213
FDQ55,OUT017,1491.84558511152
FDA48,OUT049,3541.2555747240435
FDZ19,OUT045,2555.056218141155
NCC43,OUT045,3705.6458249909497
NCV18,OUT046,1268.3417323636472
NCA42,OUT018,3004.4502480946862
FDY45,OUT046,3992.0144768498008
NCC30,OUT045,2724.0197686077227
FDM57,OUT013,1129.615882739411
FDL09,OUT010,1000.8143395769446
FDB09,OUT027,3347.912608074002
FDT44,OUT035,1641.7139400510846
NCT06,OUT027,3958.61088561345
FDX26,OUT049,3003.289797291501
FDK32,OUT013,2177.0040167011493
DRA12,OUT046,2320.133494296237
FDO46,OUT010,1649.5085212688873
FDE52,OUT013,1228.6812346552852
NCH42,OUT045,3474.6648613273896
FDV08,OUT035,637.2284111350868
FDB47,OUT018,3700.247252182707
FDC28,OUT010,334.8032934217581
FDD22,OUT046,1754.8838040326796
FDS07,OUT027,3133.1194731556875
DRI13,OUT045,3340.8052271236334
FDG32,OUT018,3694.898978780691
FDU14,OUT017,3431.8421600381057
FDD28,OUT019,-77.73536586098476
NCP41,OUT017,1372.506538973008
FDS08,OUT049,2940.064903829486
FDX47,OUT045,2458.1982830270117
FDC53,OUT019,674.7307862234161
FDQ19,OUT035,3663.399172101957
FDL14,OUT045,2422.661224638942
FDM33,OUT019,2224.448176883765
FDA51,OUT045,1574.8540823226172
FDZ27,OUT018,1393.8527488116529
FDT04,OUT046,664.2530748315394
DRC13,OUT049,2318.7892924342027
FDR16,OUT027,4648.74772025799
FDQ03,OUT027,5014.119338982146
FDE38,OUT035,2473.4760321604376
DRH23,OUT027,2180.621504453836
FDT11,OUT019,1956.8862219632033
FDD09,OUT035,2686.6594624639024
FDR40,OUT045,1282.5859115421026
FDX07,OUT017,2512.4319324036005
FDR07,OUT035,1359.4894082532578
FDA51,OUT017,1244.1972788233975
FDT59,OUT019,2577.4612911497293
FDF20,OUT017,2618.869523422388
FDR13,OUT045,1834.178004716929
FDY26,OUT049,3550.539806393073
FDW04,OUT017,1661.2363645718278
FDK52,OUT017,3007.5766646709912
FDN60,OUT049,2603.95730944832
FDM09,OUT019,1534.7843455860452
FDP46,OUT049,1612.7688433778208
FDB50,OUT019,-80.28127377063436
NCQ29,OUT049,4089.906791019404
FDP16,OUT027,5166.298239010988
FDX33,OUT018,2936.4631000065137
FDP07,OUT010,1633.0411047139537
FDN22,OUT046,3770.461560932437
FDF39,OUT049,4254.780408382581
FDS21,OUT017,695.9603900767502
NCM42,OUT013,1480.8542595083609
FDK50,OUT019,1549.864751340498
DRF13,OUT027,3755.6840613194067
FDH35,OUT018,3022.6937483503407
FDP60,OUT018,2075.4398236074903
DRJ49,OUT027,3534.276144987621
NCT42,OUT019,1329.1944406814805
FDE38,OUT049,2852.1771689193347
FDI04,OUT049,3308.6340231998706
NCH54,OUT045,2336.725083800597
FDT56,OUT049,1162.397245108452
DRD15,OUT018,4078.431270192737
FDV58,OUT013,2699.0788465877595
FDP21,OUT049,3222.547193740253
FDH05,OUT013,3286.910733098102
FDR10,OUT027,3974.447453814309
NCP06,OUT045,2265.9362506762773
FDF33,OUT049,1984.1373119094856
DRK37,OUT013,2657.565404524149
DRH49,OUT045,1292.773712685836
FDT58,OUT013,2279.6907370341287
FDD41,OUT018,2148.1264289830056
FDP40,OUT018,2330.7635407587622
FDM51,OUT027,3109.7999101272776
FDO45,OUT010,74.31643769125662
FDW33,OUT010,146.5257204566317
FDY24,OUT045,872.2010427577065
FDB10,OUT010,2181.046780147493
FDM40,OUT035,1885.0102594375726
NCI06,OUT017,2377.016850142679
FDW12,OUT019,1282.7621607489918
FDX48,OUT027,3877.6025291240053
NCW05,OUT027,2922.0208276482804
FDX27,OUT017,1042.9155174441385
DRM37,OUT045,2931.661212250519
FDA38,OUT045,3669.57637449988
FDR36,OUT046,676.4004061071023
FDZ45,OUT046,3070.3546963510976
FDG05,OUT017,2032.1629354293582
FDK28,OUT013,3666.671738978002
FDV47,OUT045,1304.5764329814242
FDN21,OUT045,2372.5664682754527
FDP20,OUT027,3403.7111390157147
FDI35,OUT045,2751.572373713091
DRY23,OUT013,481.28976024633107
FDA56,OUT017,1591.296084850168
FDB09,OUT013,1669.3422297671882
NCO26,OUT027,3197.093287956353
FDQ49,OUT018,2999.2343734759215
FDI52,OUT027,3230.6698589428847
FDZ44,OUT027,3271.6225165973187
FDZ09,OUT018,2951.638276748253
FDY03,OUT049,2033.4973241230364
NCG42,OUT017,1629.4413938267635
DRI13,OUT027,4825.921914853541
FDQ32,OUT013,1773.7620041200107
FDW16,OUT035,1385.5474025702274
FDU27,OUT046,687.4116094136552
FDR28,OUT010,1241.8897675504527
FDQ49,OUT010,1130.8461398594673
FDS37,OUT046,1909.1318294172393
FDW26,OUT018,3832.5319139914222
FDX12,OUT018,4276.479007957867
NCP06,OUT013,2099.9665827356944
FDW45,OUT010,890.7018034614953
NCN30,OUT049,1804.4750418650688
FDN24,OUT049,1030.5740133857607
NCL41,OUT027,2004.9610926145738
FDR02,OUT019,768.6424680980942
FDD09,OUT010,1472.3469612653234
FDS33,OUT010,75.82196604759679
FDU22,OUT045,1740.7431340785706
FDI53,OUT013,2167.000887225034
DRH01,OUT049,2905.755722217915
FDX32,OUT013,1939.7542622088204
NCP30,OUT018,1222.399900665362
FDB60,OUT045,2985.8850567892573
FDB14,OUT049,1693.7910909729667
NCP02,OUT035,839.8133976816227
FDJ10,OUT017,1694.4296780303212
FDG34,OUT046,1815.2158276491755
NCB18,OUT017,1005.4489754139984
FDM16,OUT049,1535.9591892850926
FDW25,OUT018,1885.9217585140414
FDB35,OUT010,69.78400211389271
DRN11,OUT013,1819.2982967635935
FDF41,OUT019,2493.4692034275754
FDH16,OUT045,1346.7383575990139
NCQ50,OUT018,3780.848399107264
DRH23,OUT018,1281.6935514977822
DRJ37,OUT013,2122.90663631319
DRJ24,OUT027,4172.263883469015
FDY16,OUT035,2667.112282009337
FDQ27,OUT045,1666.4915454952538
FDZ33,OUT045,2147.0433949163203
FDF29,OUT045,2091.1297854135205
FDA08,OUT049,2823.229915138145
FDG31,OUT046,1092.4130405911887
FDE34,OUT019,1816.133456890393
NCR30,OUT027,2561.3122565228173
FDV33,OUT035,3891.3886666009935
DRZ24,OUT018,2402.6924902555515
NCL54,OUT035,2482.2884439024842
FDR12,OUT049,2999.23659543354
NCC54,OUT046,3647.249333260683
DRN59,OUT013,541.2587832560025
FDX50,OUT019,621.1949103546999
FDV31,OUT027,4057.5882817827346
NCA29,OUT027,4104.790844706742
FDW60,OUT049,3086.7164486013003
FDX08,OUT017,2449.9920456661275
DRD49,OUT013,3191.387903719716
FDD33,OUT046,3480.277767078644
FDW35,OUT013,552.6029901499726
FDJ36,OUT017,1136.7925323831873
FDV51,OUT035,2468.728047707115
FDW36,OUT046,1720.4037800420142
FDH35,OUT046,2582.4278215706936
NCS30,OUT027,3370.9570715952455
FDN49,OUT017,181.980799143088
FDL08,OUT018,4261.0799162465155
FDI09,OUT013,3325.060190124746
FDP19,OUT018,2317.4452264159427
FDU21,OUT010,-828.1110940891804
NCP41,OUT045,1688.888564315263
FDY10,OUT013,1526.1979597892368
FDP12,OUT018,1211.319803792088
NCN26,OUT049,2106.170102441268
FDK44,OUT013,2316.560413628627
FDC28,OUT049,1965.5007960568414
FDJ41,OUT027,5459.65519732314
NCT29,OUT035,1774.118389234442
NCH42,OUT019,2480.4042943810664
FDU60,OUT018,3119.692767277041
FDS02,OUT045,2791.1505520811565
FDC51,OUT046,2099.3152873315416
FDU03,OUT013,2539.9872963054177
FDX39,OUT045,3231.8326709458456
NCY05,OUT010,-769.1001524777944
NCL06,OUT027,5319.058083525442
FDD32,OUT035,1180.5130950834332
NCN41,OUT045,1850.049485838687
NCX53,OUT049,2502.38938852923
FDU57,OUT019,1212.3980089584406
FDQ23,OUT046,1742.9953018777405
FDQ52,OUT045,3611.3594456124497
FDC14,OUT045,702.8405990553356
FDY09,OUT035,2636.3046707494755
FDQ28,OUT045,2393.7544983060006
FDV25,OUT046,3440.9256458596415
FDJ07,OUT035,1761.1787821983762
DRB25,OUT049,1925.0883942136393
FDK52,OUT019,2312.936076963398
FDY52,OUT027,2520.6453437372934
FDB28,OUT046,3013.77535101582
FDT36,OUT035,402.87921928296464
FDV25,OUT017,3001.855185005382
NCN07,OUT027,3465.1018291118266
FDC57,OUT017,2601.718605958923
FDQ03,OUT018,4122.372844212345
FDU23,OUT017,2224.9157284206913
NCX41,OUT035,3171.77901272613
NCD06,OUT035,573.9654016926934
FDW08,OUT045,1454.052023571518
NCU29,OUT017,1887.2178816030114
NCE06,OUT013,2168.779319859134
FDV52,OUT010,295.392849281443
FDB02,OUT017,2404.6670033785213
NCR18,OUT045,722.1595580570981
FDK16,OUT049,1727.9099390908414
NCQ29,OUT010,2379.491780439694
FDZ01,OUT019,769.8445397645978
FDW27,OUT035,2180.3997875770274
FDD17,OUT018,4172.137682698396
FDW39,OUT013,2552.07700838187
DRH59,OUT045,1137.8653282533764
FDS52,OUT013,1444.4329551780916
FDU40,OUT027,4426.5314964344925
NCF54,OUT013,2426.7119786423336
FDH46,OUT045,1635.7166529467154
NCP14,OUT049,1780.9975514350922
FDH50,OUT049,3121.392213207018
DRF15,OUT010,1062.1832399252544
FDV27,OUT027,2874.7941171579523
NCJ06,OUT049,2151.852476099016
FDN02,OUT018,3615.1541908866725
FDQ51,OUT049,1140.9356839291509
FDQ07,OUT017,2983.627575176253
FDS45,OUT049,2002.9002652003892
NCJ06,OUT045,1855.4006800274233
FDD36,OUT035,1761.026353988772
FDY25,OUT045,2777.675374320202
FDU52,OUT046,2429.1888588645784
DRK47,OUT017,3073.5769624583386
NCL30,OUT017,1594.3327703644586
FDN22,OUT035,3601.323381697405
NCF30,OUT027,3243.461494099986
