Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDC44,OUT018,2088.9185852342234
FDB45,OUT035,1519.0966082041195
FDY04,OUT013,2318.90606422484
FDM27,OUT046,2565.0457109908275
FDZ43,OUT017,3423.024836915139
FDT39,OUT019,1461.1415917442473
NCC06,OUT019,973.6678802481983
FDL15,OUT027,3866.027365820129
FDL57,OUT017,3656.3112831295534
FDU08,OUT046,1642.5015299466195
FDK40,OUT017,3788.987366624379
FDQ12,OUT010,2120.305826825835
FDS48,OUT017,2014.97751802333
FDP09,OUT045,3226.1912555433723
FDW21,OUT049,1928.7896972175
FDY25,OUT035,2694.48686848101
DRE13,OUT017,1035.9710697406758
FDV43,OUT019,-472.96090652497446
FDD22,OUT045,1559.1899635959808
FDM46,OUT019,57.85957183756909
NCO30,OUT010,1474.1568187060784
FDM25,OUT046,2806.85023925702
NCN41,OUT049,2149.7349720526477
FDU24,OUT045,1258.117905982644
FDZ50,OUT046,2929.4971409362242
FDP45,OUT013,3714.403132632661
NCM54,OUT045,1850.9582469416946
FDW10,OUT019,1610.1856398087384
FDP20,OUT017,1618.6776153342626
FDK32,OUT046,2469.2403684845394
FDN52,OUT049,1535.5846676177916
FDM58,OUT045,1653.7218030971717
FDZ46,OUT027,3162.49112168933
NCA18,OUT018,2341.108197604115
FDD35,OUT046,2003.8528126133979
NCK31,OUT035,647.8340206842599
FDI40,OUT027,2959.4605672737034
FDT50,OUT019,343.5618884700891
NCT06,OUT046,2636.771494938699
FDT31,OUT035,2831.136515827464
FDT45,OUT049,1065.6331171677712
FDT13,OUT045,2867.1873813619804
FDO50,OUT045,1267.8364366462997
NCU18,OUT010,676.4047624203868
NCR54,OUT049,3209.4342618046644
NCO18,OUT018,3344.066593241889
FDU09,OUT045,806.6104490034088
FDT13,OUT018,3507.293600789941
FDE09,OUT046,1863.792985536138
NCK53,OUT019,543.1075649243974
FDG45,OUT049,3550.63813471564
DRH15,OUT035,485.99291124912634
FDO21,OUT019,2602.6349180798466
FDD14,OUT027,4134.726998852553
FDC09,OUT046,1755.901244383244
FDH45,OUT027,2101.866261313008
FDV32,OUT046,1015.9652446840978
FDG12,OUT035,1833.1967751159937
FDS32,OUT013,1982.0318000609082
NCL55,OUT018,4411.8843601742865
DRE01,OUT035,3477.9758593877445
DRE15,OUT049,1543.4064921778972
NCL42,OUT045,3749.4540042033573
FDP31,OUT013,569.6458100662737
FDN33,OUT018,1924.653827406696
FDZ59,OUT046,2597.165114361689
FDE45,OUT010,1315.7614281082583
FDJ07,OUT013,1623.954110840707
FDQ45,OUT018,3529.4002915592323
FDM33,OUT027,4817.88322393049
FDO15,OUT010,-141.53889001478137
FDM46,OUT013,973.1627090056284
FDR03,OUT045,3225.2922790944435
FDY49,OUT018,3241.012049861643
FDQ60,OUT045,1707.9894738036087
FDW10,OUT049,2962.6544560706893
FDO51,OUT049,1019.0724803557891
FDJ40,OUT018,2282.3128505175982
FDS20,OUT018,3368.9922331744533
FDU45,OUT013,1541.928409055647
FDV02,OUT035,2463.862075313041
FDN09,OUT046,3862.026692721585
NCM55,OUT027,4337.638178836196
FDN23,OUT018,2801.3273014914685
FDY31,OUT010,794.9069156569583
FDW03,OUT010,301.0073794257155
FDD14,OUT046,2711.357381600754
FDV23,OUT017,1487.9830937467295
DRI03,OUT045,2725.2523913046875
FDN13,OUT035,1215.9014288960539
FDF45,OUT027,2517.1743040177557
FDU46,OUT035,1329.535264463052
FDB57,OUT049,3816.147723898462
FDV12,OUT049,1827.7903606002205
FDQ58,OUT013,2131.784196327219
NCA18,OUT017,1411.8859910707106
FDH52,OUT049,1236.575752922628
FDM24,OUT018,2880.6248333198887
NCP43,OUT027,4312.938325498169
NCO18,OUT019,1754.8908765964043
FDM32,OUT017,1089.4588690315222
NCL07,OUT017,237.16746367830387
FDK03,OUT013,3670.5083463730384
FDP59,OUT017,1253.1131030250876
FDQ24,OUT049,4127.034564810412
FDQ16,OUT018,2250.9570507623353
FDU44,OUT013,2255.90700446293
FDH28,OUT010,-1006.7123070760224
FDV28,OUT019,-776.9091818536572
FDM22,OUT045,806.1643970343532
FDR56,OUT046,3082.345889664062
FDV39,OUT049,3392.0645493121187
FDU37,OUT019,85.67776097600563
FDQ11,OUT010,2593.308589607509
FDX02,OUT045,3367.6830887127157
NCS42,OUT018,1937.4650534235989
FDY57,OUT027,2875.5879756316263
FDB21,OUT049,3855.365266596888
FDE28,OUT017,3117.710046044915
FDQ55,OUT017,1504.236278619971
FDA48,OUT049,3609.2695780628833
FDZ19,OUT045,2547.1771175063413
NCC43,OUT045,3752.420316124693
NCV18,OUT046,1241.217057076955
NCA42,OUT018,3042.905134764566
FDY45,OUT046,4093.2059490047236
NCC30,OUT045,2711.4991135687987
FDM57,OUT013,1054.945780361329
FDL09,OUT010,933.9811835485673
FDB09,OUT027,3400.017170201068
FDT44,OUT035,1604.593882866805
NCT06,OUT027,4036.1876869766415
FDX26,OUT049,3039.7599622904677
FDK32,OUT013,2150.860314963456
DRA12,OUT046,2343.044950750603
FDO46,OUT010,1594.065529896287
FDE52,OUT013,1153.6365659542594
NCH42,OUT045,3503.020418225737
FDV08,OUT035,542.3025566211857
FDB47,OUT018,3781.646122038515
FDC28,OUT010,222.0573214787894
FDD22,OUT046,1753.9315308274208
FDS07,OUT027,3179.5645526855237
DRI13,OUT045,3364.6244880988565
FDG32,OUT018,3786.629869470559
FDU14,OUT017,3543.977797502281
FDD28,OUT019,-152.4114924906953
NCP41,OUT017,1375.8795127927415
FDS08,OUT049,2972.000035506156
FDX47,OUT045,2437.99174206096
FDC53,OUT019,628.4245274185705
FDQ19,OUT035,3718.9155711724884
FDL14,OUT045,2400.0476939950486
FDM33,OUT019,2273.0793965662137
FDA51,OUT045,1525.8041048881128
FDZ27,OUT018,1352.6143360003848
FDT04,OUT046,607.8112102327764
DRC13,OUT049,2318.6156091541616
FDR16,OUT027,4771.947349932891
FDQ03,OUT027,5152.431042837976
FDE38,OUT035,2473.14761942481
DRH23,OUT027,2190.5952038473115
FDT11,OUT019,1979.3355630243777
FDD09,OUT035,2692.823299740282
FDR40,OUT045,1206.4862228138795
FDX07,OUT017,2576.3069039541433
FDR07,OUT035,1304.105486024987
FDA51,OUT017,1263.9091132059716
FDT59,OUT019,2628.4890837308826
FDF20,OUT017,2690.871105713256
FDR13,OUT045,1781.146684928006
FDY26,OUT049,3606.7492123894312
FDW04,OUT017,1688.6142955498053
FDK52,OUT017,3103.7159530614076
FDN60,OUT049,2621.745907644819
FDM09,OUT019,1548.091712268515
FDP46,OUT049,1578.0750817346475
FDB50,OUT019,-133.5977064475403
NCQ29,OUT049,4181.2561144919055
FDP16,OUT027,5307.770163258712
FDX33,OUT018,2984.7654394682713
FDP07,OUT010,1580.3919316224815
FDN22,OUT046,3873.732826922394
FDF39,OUT049,4351.951234792445
FDS21,OUT017,667.9775055801706
NCM42,OUT013,1416.3833305231883
FDK50,OUT019,1551.8114515723905
DRF13,OUT027,3827.866321106712
FDH35,OUT018,3066.6807893585888
FDP60,OUT018,2071.375481737561
DRJ49,OUT027,3593.386591522301
NCT42,OUT019,1316.2739825991302
FDE38,OUT049,2878.013427439069
FDI04,OUT049,3359.2672292313823
NCH54,OUT045,2310.857240760608
FDT56,OUT049,1109.7017133702752
DRD15,OUT018,4179.616927070134
FDV58,OUT013,2700.5847350064673
FDP21,OUT049,3264.3299999547303
FDH05,OUT013,3322.1719554384003
FDR10,OUT027,4052.338129721182
NCP06,OUT045,2230.945215876439
FDF33,OUT049,1963.1393426705276
DRK37,OUT013,2663.1024445619305
DRH49,OUT045,1218.1509954905268
FDT58,OUT013,2264.9201116014915
FDD41,OUT018,2153.5100128581707
FDP40,OUT018,2339.294819686261
FDM51,OUT027,3145.871850819966
FDO45,OUT010,-56.31015380423287
FDW33,OUT010,33.03283474053865
FDY24,OUT045,776.2915043691114
FDB10,OUT010,2163.3519391225936
FDM40,OUT035,1868.4077858541878
NCI06,OUT017,2435.9272106302424
FDW12,OUT019,1272.5916186725758
FDX48,OUT027,3953.796021042545
NCW05,OUT027,2960.707149464626
FDX27,OUT017,1043.7032298356212
DRM37,OUT045,2944.2015054260905
FDA38,OUT045,3709.6901861857064
FDR36,OUT046,624.2772510037728
FDZ45,OUT046,3130.8060094273146
FDG05,OUT017,2081.5044074417065
FDK28,OUT013,3719.9288369266183
FDV47,OUT045,1226.7475714343814
FDN21,OUT045,2350.9916938652223
FDP20,OUT027,3457.1979879498354
FDI35,OUT045,2745.6578006350546
DRY23,OUT013,381.3973252800704
FDA56,OUT017,1609.2808291959082
FDB09,OUT013,1618.8732062883487
NCO26,OUT027,3240.961799314419
FDQ49,OUT018,3038.854223145247
FDI52,OUT027,3282.6264243756355
FDZ44,OUT027,3317.612687164166
FDZ09,OUT018,2997.661020194234
FDY03,OUT049,2019.508204930733
NCG42,OUT017,1648.3032501704847
DRI13,OUT027,4950.84867239409
FDQ32,OUT013,1726.6976078987132
FDW16,OUT035,1327.6409290327156
FDU27,OUT046,639.5340779934918
FDR28,OUT010,1167.4495932216873
FDQ49,OUT010,1052.259015713073
FDS37,OUT046,1908.1406188417086
FDW26,OUT018,3924.149309888197
FDX12,OUT018,4379.205472320706
NCP06,OUT013,2065.0513673437495
FDW45,OUT010,800.6298914508732
NCN30,OUT049,1769.1621874246553
FDN24,OUT049,971.5512975133747
NCL41,OUT027,1984.520411876515
FDR02,OUT019,729.899182594303
FDD09,OUT010,1408.8927866795166
FDS33,OUT010,-53.116662585507356
FDU22,OUT045,1690.6345771322044
FDI53,OUT013,2152.6843997876954
DRH01,OUT049,2941.4965714246937
FDX32,OUT013,1908.1159098765406
NCP30,OUT018,1168.8848749143226
FDB60,OUT045,2991.158750321749
FDB14,OUT049,1665.4164473487203
NCP02,OUT035,754.1121942922143
FDJ10,OUT017,1733.0867136461466
FDG34,OUT046,1812.6646151795298
NCB18,OUT017,992.8141694078254
FDM16,OUT049,1493.616384245635
FDW25,OUT018,1872.509771888634
FDB35,OUT010,-55.43812323578891
DRN11,OUT013,1793.8962108327987
FDF41,OUT019,2564.9566184624887
FDH16,OUT045,1272.1696981657774
NCQ50,OUT018,3856.716966274272
DRH23,OUT018,1255.16208270075
DRJ37,OUT013,2099.7422410285653
DRJ24,OUT027,4275.595643134166
FDY16,OUT035,2679.7479848920857
FDQ27,OUT045,1607.874628467629
FDZ33,OUT045,2119.5613112823894
FDF29,OUT045,2048.904673816469
FDA08,OUT049,2846.98738232151
FDG31,OUT046,1053.5411697531454
FDE34,OUT019,1833.4821416056675
NCR30,OUT027,2572.450115196472
FDV33,OUT035,3959.5170017373844
DRZ24,OUT018,2421.204545041714
NCL54,OUT035,2482.8255005620604
FDR12,OUT049,3029.432400694823
NCC54,OUT046,3736.7734422105254
DRN59,OUT013,438.1923873913381
FDX50,OUT019,586.2845507041538
FDV31,OUT027,4151.435403613377
NCA29,OUT027,4188.333746791979
FDW60,OUT049,3120.997521368456
FDX08,OUT017,2512.1831735617498
DRD49,OUT013,3235.2599505715493
FDD33,OUT046,3566.6802621747133
FDW35,OUT013,441.38329624926587
FDJ36,OUT017,1145.3060284289595
FDV51,OUT035,2464.689383068303
FDW36,OUT046,1712.256023646139
FDH35,OUT046,2616.6548864376527
NCS30,OUT027,3425.5497103065886
FDN49,OUT017,141.4798951312382
FDL08,OUT018,4367.6487945360495
FDI09,OUT013,3365.640247392676
FDP19,OUT018,2341.1998682677195
FDU21,OUT010,-995.9704063094542
NCP41,OUT045,1622.8467723063368
FDY10,OUT013,1467.2284529011663
FDP12,OUT018,1163.753200568991
NCN26,OUT049,2088.598299051631
FDK44,OUT013,2306.53768287105
FDC28,OUT049,1947.6761028650499
FDJ41,OUT027,5613.902152915138
NCT29,OUT035,1736.712880735201
NCH42,OUT019,2527.9522570898207
FDU60,OUT018,3167.956184218892
FDS02,OUT045,2800.609962574167
FDC51,OUT046,2104.3025117953416
FDU03,OUT013,2536.832963700354
FDX39,OUT045,3250.859733950961
NCY05,OUT010,-941.5819256799647
NCL06,OUT027,5469.202369334924
FDD32,OUT035,1115.2058858102782
NCN41,OUT045,1796.4550810304618
NCX53,OUT049,2501.2094729929236
FDU57,OUT019,1210.2464432226557
FDQ23,OUT046,1732.9543909460617
FDQ52,OUT045,3657.706371066615
FDC14,OUT045,593.438024671444
FDY09,OUT035,2639.95951431487
FDQ28,OUT045,2371.9560192490826
FDV25,OUT046,3519.105195765415
FDJ07,OUT035,1721.1382488421013
DRB25,OUT049,1909.014671669645
FDK52,OUT019,2364.2026104041092
FDY52,OUT027,2524.997165611004
FDB28,OUT046,3076.1395438598306
FDT36,OUT035,305.259838136167
FDV25,OUT017,3096.082324116495
NCN07,OUT027,3517.2428078996586
FDC57,OUT017,2673.804167391504
FDQ03,OUT018,4224.369311763081
FDU23,OUT017,2275.806108759477
NCX41,OUT035,3197.784400998166
NCD06,OUT035,480.34800460497127
FDW08,OUT045,1396.3092982652743
NCU29,OUT017,1919.4603205721905
NCE06,OUT013,2146.7337152512778
FDV52,OUT010,191.47843925615507
FDB02,OUT017,2465.8125712759847
NCR18,OUT045,608.1113117375226
FDK16,OUT049,1699.2161473170245
NCQ29,OUT010,2375.95501298024
FDZ01,OUT019,728.1653863629986
FDW27,OUT035,2178.2309948846796
FDD17,OUT018,4272.797883683414
FDW39,OUT013,2545.2869235704834
DRH59,OUT045,1056.3426290487828
FDS52,OUT013,1377.7851714837325
FDU40,OUT027,4530.51973977025
NCF54,OUT013,2409.793026903328
FDH46,OUT045,1574.8316910972194
NCP14,OUT049,1757.5723227131125
FDH50,OUT049,3161.456958806161
DRF15,OUT010,982.3936434920361
FDV27,OUT027,2900.743679549571
NCJ06,OUT049,2135.4356017508208
FDN02,OUT018,3690.999725706169
FDQ51,OUT049,1075.147030822196
FDQ07,OUT017,3079.997007957439
FDS45,OUT049,1984.1793118170785
NCJ06,OUT045,1799.2944584737888
FDD36,OUT035,1720.5901074075605
FDY25,OUT045,2772.5843272884085
FDU52,OUT046,2458.2995604404523
DRK47,OUT017,3176.1799567436506
NCL30,OUT017,1612.5987109448783
FDN22,OUT035,3666.538886674652
NCF30,OUT027,3295.677631140609
