Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCT42,OUT013,2490.5268867052023
DRN59,OUT035,796.6660672268906
FDI44,OUT035,1240.3673076086952
FDA45,OUT049,2551.8435967479677
FDP31,OUT045,1103.1862133333332
FDY01,OUT046,2017.4411908256889
FDT09,OUT018,1752.2524400000002
DRH03,OUT027,2517.882088484849
FDA36,OUT018,2778.9892780000005
NCF31,OUT017,2222.671282258065
FDG14,OUT049,2490.5268867052023
FDG28,OUT027,6280.890880000001
FDU14,OUT049,4433.304032653061
FDY47,OUT019,281.4820818181819
FDI56,OUT049,1412.1562050420168
DRD01,OUT013,796.6402682539681
FDM22,OUT046,935.0323883040937
FDH33,OUT013,507.04640366972484
DRZ24,OUT013,1800.1922229508198
NCQ38,OUT046,1661.6931960784314
FDO16,OUT027,2517.882088484849
FDU07,OUT027,4117.3177126315795
NCB07,OUT013,3216.7914510638307
FDU48,OUT045,1857.3664076190469
NCM43,OUT045,2894.220710714286
FDR31,OUT010,346.8972837209303
DRK49,OUT018,507.04640366972484
NCI30,OUT010,584.7577647727275
DRD60,OUT017,3387.204723170731
NCG19,OUT046,3735.2457029411767
FDH12,OUT035,1548.6861522123893
FDM32,OUT035,1460.7407669724764
FDM27,OUT035,2894.220710714286
NCU53,OUT027,4117.3177126315795
NCQ18,OUT046,1559.3429752688166
FDS10,OUT013,2888.49101011236
FDB33,OUT027,4117.3177126315795
FDI12,OUT013,1353.0650169014086
NCW42,OUT013,3855.1205479768796
NCC06,OUT018,1752.2524400000002
FDW02,OUT017,2140.5192583333323
NCD43,OUT017,1661.6931960784314
FDM57,OUT018,1240.3673076086952
FDA58,OUT017,3735.2457029411767
FDK56,OUT046,3387.204723170731
FDP52,OUT045,3855.1205479768796
FDW20,OUT018,1752.2524400000002
FDS52,OUT049,1661.6931960784314
NCT29,OUT018,1752.2524400000002
NCL54,OUT013,2888.49101011236
FDC05,OUT045,3216.7914510638307
FDF34,OUT035,2778.9892780000005
FDP03,OUT027,3242.0620715328487
FDD32,OUT010,219.2185209302325
FDZ10,OUT045,2047.6653193798445
FDZ40,OUT035,935.0323883040937
FDD51,OUT018,507.04640366972484
NCY30,OUT019,425.9355914529914
FDP58,OUT017,3380.874504347827
FDV49,OUT017,4433.304032653061
FDY24,OUT019,165.91858165137623
NCO55,OUT017,1548.6861522123893
FDR13,OUT017,1800.1922229508198
FDS51,OUT017,935.0323883040937
FDP26,OUT045,1879.05405
NCB54,OUT027,3242.0620715328487
FDF32,OUT017,2797.804447457626
FDN31,OUT018,3216.7914510638307
DRM48,OUT017,583.8145788617885
FDN20,OUT049,2453.747700699301
DRL01,OUT046,3855.1205479768796
FDV56,OUT049,1784.4287381818178
DRH13,OUT027,2517.882088484849
FDA03,OUT017,2453.747700699301
FDF47,OUT027,5329.314724444444
FDX32,OUT046,2660.9504030303024
FDX57,OUT049,1559.3429752688166
NCA30,OUT045,3216.7914510638307
FDO49,OUT013,711.0628208695653
FDL04,OUT019,219.2185209302325
DRM48,OUT035,583.8145788617885
FDR16,OUT013,3380.874504347827
NCC19,OUT018,3216.7914510638307
NCE42,OUT045,3662.4659299999994
FDY24,OUT017,935.0323883040937
FDH19,OUT049,2551.8435967479677
FDJ46,OUT013,2888.49101011236
FDN45,OUT010,584.7577647727275
FDY08,OUT035,2140.5192583333323
FDZ37,OUT035,1412.1562050420168
NCT30,OUT045,796.6660672268906
DRY23,OUT018,507.04640366972484
NCZ30,OUT018,1752.2524400000002
FDC44,OUT018,1752.2524400000002
FDB45,OUT035,1661.6931960784314
FDY04,OUT013,2894.220710714286
FDM27,OUT046,2894.220710714286
FDZ43,OUT017,3855.1205479768796
FDT39,OUT019,346.8972837209303
NCC06,OUT019,281.4820818181819
FDL15,OUT027,4117.3177126315795
FDL57,OUT017,4034.300306896552
FDU08,OUT046,1559.3429752688166
FDK40,OUT017,4433.304032653061
FDQ12,OUT010,584.7577647727275
FDS48,OUT017,2660.9504030303024
FDP09,OUT045,4332.7791028571455
FDW21,OUT049,1559.3429752688166
FDY25,OUT035,3387.204723170731
DRE13,OUT017,1412.1562050420168
FDV43,OUT019,92.67548155339811
FDD22,OUT045,1548.6861522123893
FDM46,OUT019,219.2185209302325
NCO30,OUT010,482.69954262295084
FDM25,OUT046,2551.8435967479677
NCN41,OUT049,1857.3664076190469
FDU24,OUT045,1460.7407669724764
FDZ50,OUT046,3387.204723170731
FDP45,OUT013,4034.300306896552
NCM54,OUT045,1857.3664076190469
FDW10,OUT019,425.9355914529914
FDP20,OUT017,1857.3664076190469
FDK32,OUT046,2660.9504030303024
FDN52,OUT049,1353.0650169014086
FDM58,OUT045,1784.4287381818178
FDZ46,OUT027,3242.0620715328487
NCA18,OUT018,1752.2524400000002
FDD35,OUT046,2282.978881481481
NCK31,OUT035,796.6660672268906
FDI40,OUT027,2517.882088484849
FDT50,OUT019,219.2185209302325
NCT06,OUT046,2894.220710714286
FDT31,OUT035,2778.9892780000005
FDT45,OUT049,796.6402682539681
FDT13,OUT045,2778.9892780000005
FDO50,OUT045,1353.0650169014086
NCU18,OUT010,281.4820818181819
NCR54,OUT049,3216.7914510638307
NCO18,OUT018,2888.49101011236
FDU09,OUT045,935.0323883040937
FDT13,OUT018,2797.804447457626
FDE09,OUT046,1661.6931960784314
NCK53,OUT019,219.2185209302325
FDG45,OUT049,3855.1205479768796
DRH15,OUT035,677.1027476190472
FDO21,OUT019,584.7577647727275
FDD14,OUT027,5329.314724444444
FDC09,OUT046,1784.4287381818178
FDH45,OUT027,1378.263185276074
FDV32,OUT046,1103.1862133333332
FDG12,OUT035,1800.1922229508198
FDS32,OUT013,2140.5192583333323
NCL55,OUT018,3327.95258292683
DRE01,OUT035,3735.2457029411767
DRE15,OUT049,1240.3673076086952
NCL42,OUT045,4332.7791028571455
FDP31,OUT013,1103.1862133333332
FDN33,OUT018,1460.7407669724764
FDZ59,OUT046,2611.459542342342
FDE45,OUT010,425.9355914529914
FDJ07,OUT013,1800.1922229508198
FDQ45,OUT018,2778.9892780000005
FDM33,OUT027,5329.314724444444
FDO15,OUT010,165.91858165137623
FDM46,OUT013,1460.7407669724764
FDR03,OUT045,3662.4659299999994
FDY49,OUT018,2232.8470218487396
FDQ60,OUT045,1800.1922229508198
FDW10,OUT049,2551.8435967479677
FDO51,OUT049,677.1027476190472
FDJ40,OUT018,1372.6884907407407
FDS20,OUT018,3387.204723170731
FDU45,OUT013,2017.4411908256889
FDV02,OUT035,2894.220710714286
FDN09,OUT046,4332.7791028571455
NCM55,OUT027,5329.314724444444
FDN23,OUT018,2232.8470218487396
FDY31,OUT010,346.8972837209303
FDW03,OUT010,219.2185209302325
FDD14,OUT046,3387.204723170731
FDV23,OUT017,2047.6653193798445
DRI03,OUT045,2551.8435967479677
FDN13,OUT035,1559.3429752688166
FDF45,OUT027,1378.263185276074
FDU46,OUT035,1353.0650169014086
FDB57,OUT049,3662.4659299999994
FDV12,OUT049,1559.3429752688166
FDQ58,OUT013,2490.5268867052023
NCA18,OUT017,1800.1922229508198
FDH52,OUT049,796.6402682539681
FDM24,OUT018,2232.8470218487396
NCP43,OUT027,5329.314724444444
NCO18,OUT019,425.9355914529914
FDM32,OUT017,1353.0650169014086
NCL07,OUT017,583.8145788617885
FDK03,OUT013,4034.300306896552
FDP59,OUT017,1784.4287381818178
FDQ24,OUT049,4433.304032653061
FDQ16,OUT018,1372.6884907407407
FDU44,OUT013,2894.220710714286
FDH28,OUT010,92.67548155339811
FDV28,OUT019,92.67548155339811
FDM22,OUT045,935.0323883040937
FDR56,OUT046,3216.7914510638307
FDV39,OUT049,2778.9892780000005
FDU37,OUT019,165.91858165137623
FDQ11,OUT010,584.7577647727275
FDX02,OUT045,3855.1205479768796
NCS42,OUT018,1460.7407669724764
FDY57,OUT027,2517.882088484849
FDB21,OUT049,3735.2457029411767
FDE28,OUT017,3735.2457029411767
FDQ55,OUT017,2017.4411908256889
FDA48,OUT049,3380.874504347827
FDZ19,OUT045,2551.8435967479677
NCC43,OUT045,4034.300306896552
NCV18,OUT046,1412.1562050420168
NCA42,OUT018,2232.8470218487396
FDY45,OUT046,4433.304032653061
NCC30,OUT045,2551.8435967479677
FDM57,OUT013,1240.3673076086952
FDL09,OUT010,425.9355914529914
FDB09,OUT027,3242.0620715328487
FDT44,OUT035,1800.1922229508198
NCT06,OUT027,4117.3177126315795
FDX26,OUT049,3387.204723170731
FDK32,OUT013,2660.9504030303024
DRA12,OUT046,2227.634958415841
FDO46,OUT010,482.69954262295084
FDE52,OUT013,1353.0650169014086
NCH42,OUT045,4332.7791028571455
FDV08,OUT035,677.1027476190472
FDB47,OUT018,3327.95258292683
FDC28,OUT010,281.4820818181819
FDD22,OUT046,2017.4411908256889
FDS07,OUT027,3242.0620715328487
DRI13,OUT045,3662.4659299999994
FDG32,OUT018,3327.95258292683
FDU14,OUT017,4433.304032653061
FDD28,OUT019,165.91858165137623
NCP41,OUT017,1661.6931960784314
FDS08,OUT049,2551.8435967479677
FDX47,OUT045,2222.671282258065
FDC53,OUT019,219.2185209302325
FDQ19,OUT035,3662.4659299999994
FDL14,OUT045,2222.671282258065
FDM33,OUT019,584.7577647727275
FDA51,OUT045,2017.4411908256889
FDZ27,OUT018,711.0628208695653
FDT04,OUT046,677.1027476190472
DRC13,OUT049,2140.5192583333323
FDR16,OUT027,5329.314724444444
FDQ03,OUT027,6280.890880000001
FDE38,OUT035,2611.459542342342
DRH23,OUT027,1378.263185276074
FDT11,OUT019,482.69954262295084
FDD09,OUT035,2888.49101011236
FDR40,OUT045,1240.3673076086952
FDX07,OUT017,3387.204723170731
FDR07,OUT035,1559.3429752688166
FDA51,OUT017,2017.4411908256889
FDT59,OUT019,584.7577647727275
FDF20,OUT017,2797.804447457626
FDR13,OUT045,2017.4411908256889
FDY26,OUT049,4332.7791028571455
FDW04,OUT017,2140.5192583333323
FDK52,OUT017,3735.2457029411767
FDN60,OUT049,2894.220710714286
FDM09,OUT019,425.9355914529914
FDP46,OUT049,1353.0650169014086
FDB50,OUT019,165.91858165137623
NCQ29,OUT049,4034.300306896552
FDP16,OUT027,6280.890880000001
FDX33,OUT018,2232.8470218487396
FDP07,OUT010,482.69954262295084
FDN22,OUT046,4034.300306896552
FDF39,OUT049,4034.300306896552
FDS21,OUT017,935.0323883040937
NCM42,OUT013,1879.05405
FDK50,OUT019,425.9355914529914
DRF13,OUT027,4117.3177126315795
FDH35,OUT018,2232.8470218487396
FDP60,OUT018,1372.6884907407407
DRJ49,OUT027,3242.0620715328487
NCT42,OUT019,346.8972837209303
FDE38,OUT049,2611.459542342342
FDI04,OUT049,3216.7914510638307
NCH54,OUT045,2894.220710714286
FDT56,OUT049,796.6402682539681
DRD15,OUT018,3327.95258292683
FDV58,OUT013,2797.804447457626
FDP21,OUT049,3100.7320132450336
FDH05,OUT013,3735.2457029411767
FDR10,OUT027,4117.3177126315795
NCP06,OUT045,2453.747700699301
FDF33,OUT049,1879.05405
DRK37,OUT013,2797.804447457626
DRH49,OUT045,1240.3673076086952
FDT58,OUT013,2611.459542342342
FDD41,OUT018,1372.6884907407407
FDP40,OUT018,1372.6884907407407
FDM51,OUT027,2517.882088484849
FDO45,OUT010,219.2185209302325
FDW33,OUT010,219.2185209302325
FDY24,OUT045,935.0323883040937
FDB10,OUT010,584.7577647727275
FDM40,OUT035,2227.634958415841
NCI06,OUT017,3387.204723170731
FDW12,OUT019,346.8972837209303
FDX48,OUT027,4117.3177126315795
NCW05,OUT027,2517.882088484849
FDX27,OUT017,1559.3429752688166
DRM37,OUT045,3216.7914510638307
FDA38,OUT045,4332.7791028571455
FDR36,OUT046,677.1027476190472
FDZ45,OUT046,3100.7320132450336
FDG05,OUT017,2222.671282258065
FDK28,OUT013,4433.304032653061
FDV47,OUT045,1353.0650169014086
FDN21,OUT045,2453.747700699301
FDP20,OUT027,3242.0620715328487
FDI35,OUT045,3387.204723170731
DRY23,OUT013,507.04640366972484
FDA56,OUT017,2282.978881481481
FDB09,OUT013,1857.3664076190469
NCO26,OUT027,3242.0620715328487
FDQ49,OUT018,2232.8470218487396
FDI52,OUT027,3242.0620715328487
FDZ44,OUT027,3242.0620715328487
FDZ09,OUT018,2232.8470218487396
FDY03,OUT049,2017.4411908256889
NCG42,OUT017,1857.3664076190469
DRI13,OUT027,5329.314724444444
FDQ32,OUT013,2140.5192583333323
FDW16,OUT035,1353.0650169014086
FDU27,OUT046,796.6660672268906
FDR28,OUT010,425.9355914529914
FDQ49,OUT010,346.8972837209303
FDS37,OUT046,1800.1922229508198
FDW26,OUT018,3327.95258292683
FDX12,OUT018,3327.95258292683
NCP06,OUT013,2453.747700699301
FDW45,OUT010,346.8972837209303
NCN30,OUT049,1559.3429752688166
FDN24,OUT049,796.6402682539681
NCL41,OUT027,1378.263185276074
FDR02,OUT019,281.4820818181819
FDD09,OUT010,425.9355914529914
FDS33,OUT010,219.2185209302325
FDU22,OUT045,2047.6653193798445
FDI53,OUT013,2611.459542342342
DRH01,OUT049,2551.8435967479677
FDX32,OUT013,2227.634958415841
NCP30,OUT018,507.04640366972484
FDB60,OUT045,3100.7320132450336
FDB14,OUT049,1460.7407669724764
NCP02,OUT035,935.0323883040937
FDJ10,OUT017,2227.634958415841
FDG34,OUT046,1784.4287381818178
NCB18,OUT017,1353.0650169014086
FDM16,OUT049,1103.1862133333332
FDW25,OUT018,1412.1562050420168
FDB35,OUT010,219.2185209302325
DRN11,OUT013,2227.634958415841
FDF41,OUT019,584.7577647727275
FDH16,OUT045,1353.0650169014086
NCQ50,OUT018,3327.95258292683
DRH23,OUT018,796.6402682539681
DRJ37,OUT013,2490.5268867052023
DRJ24,OUT027,5329.314724444444
FDY16,OUT035,3387.204723170731
FDQ27,OUT045,1879.05405
FDZ33,OUT045,2490.5268867052023
FDF29,OUT045,2282.978881481481
FDA08,OUT049,2611.459542342342
FDG31,OUT046,1103.1862133333332
FDE34,OUT019,482.69954262295084
NCR30,OUT027,1378.263185276074
FDV33,OUT035,4034.300306896552
DRZ24,OUT018,1752.2524400000002
NCL54,OUT035,2888.49101011236
FDR12,OUT049,3104.1898299065433
NCC54,OUT046,3735.2457029411767
DRN59,OUT013,711.0628208695653
FDX50,OUT019,281.4820818181819
FDV31,OUT027,5329.314724444444
NCA29,OUT027,4117.3177126315795
FDW60,OUT049,2551.8435967479677
FDX08,OUT017,3387.204723170731
DRD49,OUT013,3735.2457029411767
FDD33,OUT046,3735.2457029411767
FDW35,OUT013,507.04640366972484
FDJ36,OUT017,1784.4287381818178
FDV51,OUT035,2894.220710714286
FDW36,OUT046,1548.6861522123893
FDH35,OUT046,2453.747700699301
NCS30,OUT027,3242.0620715328487
FDN49,OUT017,677.1027476190472
FDL08,OUT018,3327.95258292683
FDI09,OUT013,3735.2457029411767
FDP19,OUT018,1752.2524400000002
FDU21,OUT010,92.67548155339811
NCP41,OUT045,1661.6931960784314
FDY10,OUT013,2017.4411908256889
FDP12,OUT018,507.04640366972484
NCN26,OUT049,1800.1922229508198
FDK44,OUT013,2888.49101011236
FDC28,OUT049,1879.05405
FDJ41,OUT027,6280.890880000001
NCT29,OUT035,1857.3664076190469
NCH42,OUT019,584.7577647727275
FDU60,OUT018,2232.8470218487396
FDS02,OUT045,3216.7914510638307
FDC51,OUT046,2282.978881481481
FDU03,OUT013,3387.204723170731
FDX39,OUT045,3855.1205479768796
NCY05,OUT010,92.67548155339811
NCL06,OUT027,6280.890880000001
FDD32,OUT035,1240.3673076086952
NCN41,OUT045,1857.3664076190469
NCX53,OUT049,2282.978881481481
FDU57,OUT019,346.8972837209303
FDQ23,OUT046,1879.05405
FDQ52,OUT045,4433.304032653061
FDC14,OUT045,677.1027476190472
FDY09,OUT035,2888.49101011236
FDQ28,OUT045,2894.220710714286
FDV25,OUT046,3855.1205479768796
FDJ07,OUT035,1800.1922229508198
DRB25,OUT049,1548.6861522123893
FDK52,OUT019,584.7577647727275
FDY52,OUT027,1378.263185276074
FDB28,OUT046,3216.7914510638307
FDT36,OUT035,583.8145788617885
FDV25,OUT017,3855.1205479768796
NCN07,OUT027,3242.0620715328487
FDC57,OUT017,2797.804447457626
FDQ03,OUT018,3327.95258292683
FDU23,OUT017,2894.220710714286
NCX41,OUT035,3662.4659299999994
NCD06,OUT035,796.6660672268906
FDW08,OUT045,1548.6861522123893
NCU29,OUT017,2490.5268867052023
NCE06,OUT013,2222.671282258065
FDV52,OUT010,281.4820818181819
FDB02,OUT017,2888.49101011236
NCR18,OUT045,677.1027476190472
FDK16,OUT049,1559.3429752688166
NCQ29,OUT010,584.7577647727275
FDZ01,OUT019,219.2185209302325
FDW27,OUT035,2222.671282258065
FDD17,OUT018,3327.95258292683
FDW39,OUT013,2888.49101011236
DRH59,OUT045,1103.1862133333332
FDS52,OUT013,1661.6931960784314
FDU40,OUT027,5329.314724444444
NCF54,OUT013,2888.49101011236
FDH46,OUT045,1879.05405
NCP14,OUT049,1879.05405
FDH50,OUT049,3387.204723170731
DRF15,OUT010,346.8972837209303
FDV27,OUT027,2517.882088484849
NCJ06,OUT049,1857.3664076190469
FDN02,OUT018,3327.95258292683
FDQ51,OUT049,796.6660672268906
FDQ07,OUT017,3380.874504347827
FDS45,OUT049,1879.05405
NCJ06,OUT045,1857.3664076190469
FDD36,OUT035,1800.1922229508198
FDY25,OUT045,3387.204723170731
FDU52,OUT046,2222.671282258065
DRK47,OUT017,3855.1205479768796
NCL30,OUT017,1857.3664076190469
FDN22,OUT035,4034.300306896552
NCF30,OUT027,3242.0620715328487
FDK03,OUT035,4034.300306896552
FDT45,OUT017,935.0323883040937
NCC54,OUT027,6280.890880000001
